,sugar index,bake temp,chill time,calories,grams baking soda,bake time,quality,weight,cubed,melted
446,1.4,470,48.0,148.0,0.49,10.4,7,10.2,0,1
447,1.7,340,25.0,122.0,0.51,11.9,8,15.8,0,1
448,1.8,820,3.0,12.0,0.48,10.9,5,16.2,1,0
449,8.3,470,47.0,162.0,0.52,10.5,9,13.8,0,1
450,2.2,730,7.0,23.0,0.69,10.9,6,23.4,1,0
451,12.8,560,44.0,169.0,0.42,9.8,8,13.8,0,1
452,6.5,500,18.0,102.0,0.55,11.2,6,14.6,0,1
453,8.1,460,68.0,170.0,0.5,9.533333333,8,13.2,0,1
454,12.9,330,31.0,177.0,0.39,11.2,8,13.2,0,1
455,5.8,380,52.0,155.0,0.38,9.4,8,12.6,0,1
456,1.6,810,16.0,29.0,0.78,10.8,6,16.0,1,0
457,12.8,620,19.0,171.0,0.52,9.0,9,13.6,0,1
458,1.0,430,50.0,92.0,0.36,11.5,8,12.4,0,1
459,2.5,940,24.0,60.0,0.7,10.8,6,16.6,1,0
460,2.6,770,16.0,86.0,0.54,9.7,5,14.4,1,0
461,4.7,350,17.0,80.0,0.36,12.5,9,13.8,0,1
462,2.1,410,17.0,78.0,0.73,11.4,5,11.2,1,0
463,16.2,430,14.0,103.0,0.36,9.2,8,14.4,0,1
464,2.0,890,12.0,32.0,0.61,10.0,5,16.0,1,0
465,1.7,400,51.0,148.0,0.44,11.5,9,15.0,0,1
466,2.6,820,18.0,82.0,0.68,9.7,6,14.8,1,0
467,1.8,260,35.0,128.0,0.48,11.2,8,13.2,0,1
468,1.8,780,7.0,12.0,0.39,9.5,5,14.4,1,0
469,2.1,740,24.0,44.0,0.85,11.0,7,14.4,1,0
470,2.8,460,18.0,80.0,0.47,11.05,8,12.6,0,1
471,2.1,830,35.0,72.0,0.52,9.4,5,14.4,1,0
472,9.5,570,54.0,166.0,0.42,10.0,7,13.8,0,1
473,3.0,1040,10.0,22.0,0.68,10.6,5,16.4,1,0
474,1.6,390,10.0,124.0,0.67,9.6,7,13.6,0,1
475,4.8,410,40.0,186.0,0.54,11.0,8,12.0,0,1
476,1.4,510,41.0,107.0,0.66,10.5,9,14.6,0,1
478,1.2,360,19.0,74.0,0.49,12.7,9,11.6,0,1
479,18.1,460,32.0,133.0,0.48,8.8,7,13.6,0,1
480,12.7,470,60.5,156.0,0.45,9.1,8,14.6,0,1
481,3.2,280,42.0,162.0,0.33,12.4,8,15.2,0,1
482,9.1,290,20.0,125.0,0.36,10.1,8,15.0,0,1
483,1.4,300,35.0,105.0,0.44,11.1,9,12.4,0,1
485,2.0,560,20.0,124.0,0.49,10.7,8,15.4,0,1
486,2.7,490,25.0,153.0,0.73,12.2,9,11.6,0,1
487,1.6,400,43.0,148.0,0.59,11.5,10,13.0,0,1
488,13.7,580,26.0,172.0,0.46,9.0,8,14.2,0,1
489,1.9,990,9.0,22.0,0.6,9.7,5,14.0,1,0
490,3.0,360,35.0,132.0,0.4,11.0,8,14.4,0,1
491,1.8,500,51.0,189.0,0.55,11.4,8,14.0,0,1
492,4.9,340,18.0,122.0,0.71,12.5,8,12.8,0,1
493,8.6,440,45.0,104.0,0.37,9.9,8,13.6,0,1
494,2.0,470,15.0,60.0,0.44,10.9,5,15.4,1,0
495,13.2,420,61.0,148.0,0.47,9.1,8,15.2,0,1
496,5.3,400,34.0,125.0,0.4,12.2,8,14.0,0,1
497,2.3,640,9.0,42.0,0.55,9.4,5,17.4,1,0
498,9.8,390,29.0,113.0,0.45,10.9,9,13.6,0,1
499,2.7,300,30.0,107.0,0.53,11.0,8,14.8,0,1
500,1.1,310,37.0,97.0,0.58,10.5,8,12.2,0,1
501,1.5,250,43.0,117.0,0.51,9.7,8,12.0,0,1
502,3.2,580,39.0,133.0,0.58,9.5,7,18.4,0,1
503,4.9,920,30.0,123.0,0.46,8.6,8,13.6,0,1
504,2.0,740,24.0,120.0,0.54,9.4,5,15.6,1,0
505,1.7,540,5.0,27.0,0.84,12.5,7,10.6,1,0
506,2.9,850,17.0,110.0,0.6,9.8,5,17.6,1,0
507,6.6,420,34.0,116.0,0.31,12.2,10,13.4,0,1
508,8.0,470,61.0,189.0,0.49,9.2,7,13.2,0,1
510,9.6,1190,56.0,178.0,0.44,10.2,8,14.3,0,1
511,3.1,520,15.0,104.0,0.42,8.7,7,12.2,0,1
512,1.6,800,12.0,32.0,0.66,9.8,5,12.8,1,0
513,7.4,370,25.0,95.0,0.49,11.1,8,11.2,0,1
514,2.4,820,23.0,143.0,0.55,9.4,5,18.8,1,0
515,1.5,570,17.0,141.0,0.36,10.7,7,11.8,0,1
516,2.2,840,7.0,17.0,0.67,9.3,6,21.6,1,0
517,14.7,440,15.0,144.0,0.53,10.3,8,12.0,0,1
519,1.9,290,18.0,79.0,0.52,11.8,8,16.2,0,1
520,3.0,800,29.0,55.0,0.88,11.0,5,23.0,1,0
521,2.0,460,11.0,207.0,0.55,11.4,7,16.6,0,1
522,1.3,340,37.0,104.0,0.52,12.7,8,12.0,0,1
523,17.5,390,38.0,153.0,0.42,9.0,8,13.6,0,1
524,2.0,840,25.0,48.0,0.56,9.7,5,18.8,1,0
525,14.4,520,40.0,183.0,0.5,9.1,8,13.2,0,1
526,1.6,270,18.0,89.0,0.38,12.5,9,10.2,0,1
527,5.0,370,34.0,101.0,0.57,12.3,9,16.0,0,1
528,2.4,530,36.0,175.0,0.55,11.0,8,15.6,0,1
529,18.15,420,41.0,146.0,0.36,8.7,7,13.6,0,1
530,5.15,340,48.0,160.0,0.51,10.5,9,10.6,0,1
531,8.8,570,36.0,221.0,0.44,9.1,7,12.8,0,1
532,1.4,650,23.0,140.0,0.47,11.4,8,14.8,0,1
533,1.0,750,19.0,71.0,0.62,11.4,8,14.0,0,1
534,1.9,500,20.0,78.0,0.64,10.8,8,11.8,0,1
535,2.5,780,17.0,38.0,0.74,11.7,7,15.8,1,0
536,1.4,370,5.0,33.0,0.28,9.6,5,20.6,0,1
537,10.0,440,78.0,240.0,0.47,9.5,8,12.4,0,1
538,10.5,430,49.0,228.0,0.41,10.4,8,18.4,0,1
539,1.4,450,21.0,98.0,0.46,10.0,9,14.6,0,1
540,5.0,450,10.0,122.0,0.63,10.0,8,12.0,0,1
541,18.35,840,33.0,139.0,0.39,8.8,7,15.0,0,1
542,1.5,510,46.0,142.0,0.42,10.1,8,12.6,0,1
543,1.2,410,7.0,106.0,0.45,11.3,6,15.2,0,1
545,1.7,360,46.0,195.0,0.48,10.5,7,15.6,0,1
546,7.4,950,28.0,195.0,0.71,9.2,6,12.4,0,1
547,2.8,930,11.0,44.0,0.55,9.5,6,18.2,1,0
548,2.0,880,16.0,43.0,0.64,9.1,5,15.2,1,0
549,1.9,580,22.0,47.0,0.43,10.7,6,15.6,1,0
550,1.4,380,40.0,76.0,0.29,13.9,9,11.6,0,1
551,11.4,500,25.0,96.0,0.49,10.0,8,12.6,0,1
553,6.6,540,25.0,65.0,0.28,11.1,6,13.6,0,1
554,1.4,420,25.0,119.0,0.72,10.5,8,11.8,0,1
555,1.3,250,18.0,112.0,0.64,13.3,9,12.0,0,1
556,2.5,930,19.0,58.0,0.65,9.3,6,16.4,1,0
557,2.1,360,42.0,121.0,0.49,10.8,9,13.8,0,1
558,2.0,1110,26.0,85.0,0.53,9.7,5,17.8,1,0
559,2.2,780,26.0,44.0,0.68,10.8,6,14.2,1,0
560,12.8,530,48.5,229.0,0.49,9.1,9,14.8,0,1
561,1.8,440,28.0,87.0,0.82,14.0,8,11.0,1,0
562,1.8,900,20.0,47.0,0.57,10.5,5,22.6,1,0
563,7.5,500,55.0,191.0,0.49,9.0,7,12.8,0,1
565,12.9,490,62.0,152.0,0.45,9.1,8,14.6,0,1
566,2.0,720,17.0,26.0,0.61,10.2,5,14.0,1,0
567,8.4,570,60.0,160.0,0.36,11.8,8,14.2,0,1
568,12.6,520,65.0,158.0,0.7,10.3,9,13.0,0,1
569,1.4,430,64.0,159.0,0.39,10.0,7,13.4,0,1
570,1.9,360,10.0,119.0,0.7,12.8,8,15.2,0,1
571,1.7,810,3.0,14.0,0.78,10.9,6,18.6,1,0
572,1.8,410,42.0,148.0,0.66,11.1,8,15.2,0,1
573,2.0,710,45.0,67.0,0.86,10.2,7,18.2,1,0
574,5.9,470,29.0,101.0,0.4,11.0,8,12.8,0,1
575,5.0,270,15.0,72.0,0.6,11.5,9,13.0,0,1
576,2.9,890,17.0,40.0,0.55,9.5,5,16.6,1,0
578,4.9,280,25.0,191.0,0.49,11.5,9,11.0,0,1
579,1.5,410,8.0,72.0,0.39,12.7,8,13.2,0,1
580,8.6,450,37.0,221.0,0.54,10.4,8,14.0,0,1
581,2.3,750,10.0,48.0,0.46,9.4,5,16.0,1,0
582,1.8,510,52.0,190.0,0.5,10.8,8,15.4,0,1
583,4.2,400,21.0,93.0,0.48,13.4,9,13.8,0,1
584,13.3,370,42.0,116.0,0.5,9.2,7,15.2,0,1
586,2.3,440,37.0,113.0,0.46,12.9,8,13.4,0,1
587,1.3,290,10.0,64.0,0.39,10.1,7,15.4,0,1
588,4.5,340,27.0,95.0,0.59,12.3,10,15.4,0,1
589,1.7,710,15.0,24.0,0.66,10.8,6,14.2,1,0
590,19.3,510,36.0,174.0,0.5,9.0,7,12.0,0,1
591,6.85,380,32.0,138.0,0.3,11.9,9,14.6,0,1
592,2.0,690,32.0,73.0,0.57,10.0,5,18.0,1,0
593,1.5,490,48.0,153.0,0.58,9.4,8,16.6,0,1
595,1.1,230,42.0,104.0,0.53,11.8,8,15.0,0,1
596,2.6,760,21.0,92.0,0.6,9.8,5,14.2,1,0
597,7.2,410,48.0,146.0,0.49,9.8,7,11.6,0,1
598,6.95,440,42.0,179.0,0.56,10.6,8,13.6,0,1
599,2.0,620,37.0,53.0,0.76,11.6,7,13.2,1,0
600,5.1,190,22.0,82.0,0.36,12.5,8,12.4,0,1
601,6.7,580,41.0,166.0,0.41,9.9,8,14.6,0,1
602,7.0,400,18.0,113.0,0.38,10.2,8,13.0,0,1
603,6.4,330,20.0,102.0,0.27,13.4,10,10.8,0,1
604,8.3,520,44.0,168.0,0.52,9.2,7,14.8,0,1
605,1.8,970,22.0,89.0,0.54,9.2,6,14.0,1,0
606,2.9,290,37.0,94.0,0.6,12.4,8,12.4,0,1
607,2.4,430,58.0,178.0,0.68,10.6,8,14.8,0,1
609,2.0,800,7.0,35.0,0.47,9.5,5,14.6,1,0
610,2.5,370,10.0,51.0,0.58,12.6,8,10.8,0,1
611,11.75,300,34.0,118.0,0.5,9.4,8,10.0,0,1
612,1.6,690,15.0,59.0,0.46,9.4,5,15.8,1,0
613,6.6,210,29.0,132.0,0.36,11.45,9,12.2,0,1
614,10.7,460,59.0,234.0,0.61,9.5,7,14.0,0,1
616,2.0,800,27.0,43.0,0.64,10.9,6,15.2,1,0
617,2.5,1140,14.0,46.0,0.66,9.6,6,15.4,1,0
618,2.4,1030,6.0,10.0,0.58,11.9,7,18.0,1,0
619,2.2,610,11.0,17.0,0.65,10.4,6,12.8,1,0
620,10.2,450,59.0,209.0,0.63,9.6,8,15.0,0,1
621,1.1,470,67.0,152.0,0.59,11.1,9,12.0,0,1
622,8.7,360,47.0,127.0,0.39,10.6,7,12.0,0,1
623,6.0,630,31.0,150.0,0.47,9.4,8,13.2,0,1
624,1.8,810,14.0,31.0,0.66,9.8,5,12.8,1,0
625,15.6,400,20.0,142.0,0.54,10.6,7,12.8,0,1
626,2.8,780,24.0,56.0,0.67,10.6,6,18.6,1,0
627,13.0,470,69.0,160.0,0.5,9.6,8,13.6,0,1
628,11.8,880,61.0,183.0,0.47,9.0,7,15.4,0,1
629,1.4,270,23.0,109.0,0.36,10.5,8,11.8,0,1
630,5.2,400,44.0,179.0,0.69,9.4,8,13.0,0,1
631,2.7,1070,17.0,34.0,0.98,9.9,6,21.4,1,0
632,1.4,230,56.0,115.0,0.7,11.7,8,12.8,0,1
633,1.3,380,45.0,122.0,0.54,10.8,9,16.8,0,1
634,6.3,360,34.0,185.0,0.63,9.8,7,11.8,0,1
635,3.0,760,30.0,135.0,0.53,9.4,5,17.2,1,0
636,6.0,500,5.0,129.0,0.4,9.1,7,13.6,0,1
637,1.5,300,30.0,125.0,0.47,12.5,8,16.0,0,1
638,4.9,330,49.0,113.0,0.58,13.1,9,11.4,0,1
639,1.5,330,35.0,95.0,0.56,12.0,9,11.8,0,1
641,2.1,460,28.0,208.0,0.64,9.8,7,15.6,0,1
642,1.8,370,39.0,150.0,0.44,11.8,9,15.2,0,1
643,1.2,350,18.0,97.0,0.41,9.7,8,14.8,0,1
644,1.8,320,32.0,107.0,0.48,12.2,9,14.2,0,1
645,8.2,470,42.0,207.0,0.46,9.5,8,14.6,0,1
646,2.7,400,24.0,87.0,0.38,13.4,10,14.2,0,1
647,2.6,350,39.0,120.0,0.59,11.3,9,14.6,0,1
648,2.3,860,20.0,65.0,0.54,10.1,6,14.0,1,0
649,2.5,630,11.0,41.0,0.8,12.4,7,14.4,1,0
650,2.1,330,50.0,158.0,0.43,12.1,9,14.4,0,1
651,11.5,400,24.0,120.0,0.31,10.8,8,11.4,0,1
652,1.6,370,15.0,103.0,0.5,12.0,8,14.2,0,1
653,1.1,480,19.0,84.0,0.38,9.8,7,12.8,0,1
654,1.2,310,32.0,99.0,0.33,12.2,8,14.2,0,1
655,15.7,450,68.0,183.0,0.76,9.4,7,14.4,0,1
656,1.9,520,6.0,16.0,0.7,12.5,6,17.8,1,0
657,6.1,420,27.0,123.0,0.6,9.9,8,11.6,0,1
658,5.7,350,8.0,97.0,0.41,11.0,9,12.6,0,1
659,13.3,530,48.0,194.0,0.45,9.4,7,13.6,0,1
660,15.0,400,21.0,116.0,0.5,9.2,7,12.8,0,1
661,2.0,440,50.0,152.0,0.49,10.7,10,15.8,0,1
662,13.9,500,44.0,130.0,0.48,10.0,8,15.4,0,1
663,2.3,800,27.0,43.0,0.58,10.7,6,14.2,1,0
664,1.25,340,29.0,129.0,0.6,12.0,9,11.2,0,1
665,1.1,410,32.0,92.0,0.57,11.2,8,12.2,0,1
666,7.9,470,58.0,215.0,0.48,9.5,8,12.6,0,1
667,11.3,490,77.0,231.0,0.52,9.5,8,13.2,0,1
668,2.5,770,6.0,14.0,0.69,11.0,6,12.4,1,0
669,4.3,360,24.0,99.0,0.53,9.7,8,17.0,0,1
670,12.0,490,27.0,186.0,0.5,9.3,8,12.4,0,1
671,1.2,450,6.0,132.0,0.46,11.2,6,14.2,0,1
672,1.8,750,10.0,21.0,0.76,11.9,7,17.8,1,0
673,2.0,1000,20.0,27.0,0.69,11.2,6,17.6,1,0
674,1.8,680,6.0,12.0,0.69,11.7,8,17.2,1,0
675,2.9,940,41.0,110.0,0.61,9.2,5,18.0,1,0
676,14.5,390,46.0,150.0,0.5,12.5,10,14.2,0,1
677,8.4,570,60.0,160.0,0.36,11.8,8,14.2,0,1
678,4.7,550,3.0,9.0,0.66,11.6,7,17.0,1,0
679,19.3,510,36.0,174.0,0.5,9.0,7,12.0,0,1
680,2.1,800,11.0,119.0,0.7,10.9,5,13.4,1,0
681,2.0,860,21.0,73.0,0.57,9.1,5,14.8,1,0
682,2.3,750,10.0,48.0,0.46,9.4,5,16.0,1,0
683,8.4,500,58.0,180.0,0.46,9.7,8,12.8,0,1
685,2.5,280,24.0,84.0,0.36,11.7,8,13.4,0,1
686,2.0,310,13.0,128.0,0.49,11.4,7,14.2,0,1
687,8.5,510,20.0,138.0,0.42,10.7,7,13.0,0,1
688,13.55,530,20.0,113.0,0.56,11.0,8,13.0,0,1
689,7.8,350,22.0,95.0,0.34,12.0,8,16.8,0,1
690,12.9,440,79.5,183.0,0.78,10.2,8,13.6,0,1
691,3.2,370,29.0,119.0,0.65,12.4,10,13.0,0,1
692,1.7,370,20.0,84.0,0.53,11.4,8,13.4,0,1
694,6.8,340,36.0,120.0,0.4,11.5,8,10.2,0,1
695,2.1,470,35.0,147.0,0.56,13.4,8,13.6,0,1
696,11.3,260,11.0,77.0,0.55,12.8,9,13.2,0,1
697,2.3,800,27.0,43.0,0.58,10.7,6,14.2,1,0
698,1.3,360,40.0,117.0,0.95,9.5,9,13.8,0,1
699,1.2,360,20.0,99.0,0.28,12.1,9,15.6,0,1
700,2.3,870,17.0,26.0,0.53,9.5,5,14.2,1,0
701,8.0,360,21.0,124.0,0.38,10.8,8,13.2,0,1
702,6.4,670,39.0,212.0,0.33,9.6,8,14.8,0,1
703,2.0,330,28.0,92.0,0.69,10.9,9,11.8,0,1
704,1.7,290,24.0,111.0,0.5,12.1,8,12.4,0,1
705,2.6,350,32.0,76.0,0.76,11.33333333,8,13.0,0,1
706,4.1,300,31.0,100.0,0.32,12.8,9,16.4,0,1
708,8.7,450,37.0,222.0,0.54,10.4,8,14.0,0,1
709,5.2,390,35.0,96.0,0.44,12.4,9,13.4,0,1
710,8.1,240,47.0,202.0,0.46,10.8,8,17.8,0,1
711,2.3,490,17.0,99.0,0.63,13.0,5,11.2,1,0
712,2.0,920,23.0,55.0,0.64,12.3,7,10.8,1,0
713,4.4,1240,6.0,15.0,0.83,11.8,7,23.0,1,0
714,11.75,370,61.0,212.0,0.53,9.5,8,12.6,0,1
715,2.3,500,22.0,145.0,0.46,10.3,7,10.8,0,1
716,9.8,390,29.0,113.0,0.45,10.9,9,13.6,0,1
717,1.5,500,17.0,101.0,0.58,9.5,7,16.4,0,1
718,1.1,400,37.0,114.0,0.39,10.9,8,12.6,0,1
719,14.4,480,29.0,228.0,0.54,8.8,9,12.8,0,1
720,7.9,440,48.0,197.0,0.36,9.4,7,11.4,0,1
722,2.4,710,8.0,19.0,0.73,10.6,6,12.8,1,0
723,1.1,610,7.0,151.0,0.57,9.5,6,13.0,0,1
724,2.2,600,28.0,65.0,0.43,10.1,5,16.4,1,0
725,4.1,260,19.0,101.0,0.38,12.4,7,17.2,0,1
726,2.7,340,23.0,111.0,0.64,10.2,6,14.2,0,1
727,2.5,390,34.0,137.0,0.38,12.7,8,12.8,0,1
728,8.3,940,23.0,188.0,0.47,9.2,6,14.0,0,1
729,9.2,440,53.0,186.0,0.56,9.5,9,16.0,0,1
730,1.6,460,32.0,113.0,0.51,10.5,9,12.0,0,1
731,1.9,760,15.0,27.0,0.54,9.5,6,15.4,1,0
732,7.8,730,29.0,79.0,0.54,9.2,5,13.2,1,0
733,0.9,450,32.0,87.0,0.52,11.2,8,12.8,0,1
734,6.2,390,46.0,163.0,0.35,12.2,9,14.0,0,1
735,2.3,300,11.0,103.0,0.42,11.1,8,13.8,0,1
736,6.2,270,24.0,97.0,0.49,12.2,9,13.8,0,1
737,7.1,370,33.0,150.0,0.45,9.7,8,17.8,0,1
738,9.9,560,30.0,91.0,0.33,9.9,8,13.8,0,1
740,6.35,240,9.0,87.0,0.4,12.6,9,17.6,0,1
741,1.6,280,13.0,59.0,0.84,11.9,10,10.4,0,1
742,1.5,400,32.0,172.0,0.48,11.2,8,14.6,0,1
744,9.6,520,24.0,90.0,0.49,9.4,8,12.8,0,1
745,18.15,420,41.0,158.0,0.39,8.7,8,13.2,0,1
746,17.5,390,38.0,153.0,0.42,9.0,8,13.6,0,1
747,7.0,360,43.0,161.0,0.32,11.0,7,15.0,0,1
748,16.95,560,48.0,179.0,0.4,9.6,7,13.6,0,1
749,12.2,540,42.0,138.0,0.54,8.8,7,15.6,0,1
751,7.9,440,48.0,197.0,0.36,9.4,7,11.8,0,1
752,8.8,370,31.0,103.0,0.49,11.0,8,14.0,0,1
753,1.3,350,11.0,126.0,0.5,9.8,8,16.2,0,1
754,1.6,500,17.0,131.0,0.34,9.4,7,17.8,0,1
755,8.2,540,47.0,182.0,0.5,9.5,7,12.8,0,1
756,2.5,1420,8.0,111.0,0.44,9.9,6,13.0,0,1
757,1.4,420,26.0,176.0,0.46,9.1,7,18.8,0,1
758,2.9,350,15.0,101.0,0.37,12.5,8,13.2,0,1
759,1.4,350,60.0,247.0,0.44,9.6,8,11.8,0,1
760,13.9,540,63.0,229.0,0.5,8.9,8,14.8,0,1
762,9.4,480,50.0,149.0,0.59,10.5,9,15.0,0,1
763,4.9,210,38.0,113.0,0.48,13.0,9,15.0,0,1
764,7.8,310,24.0,116.0,0.4,11.3,8,10.0,0,1
765,11.4,440,45.0,131.0,0.51,9.7,8,13.2,0,1
766,4.0,340,17.0,127.0,0.39,10.6,9,14.0,0,1
767,1.9,900,9.0,23.0,0.67,10.4,5,17.0,1,0
768,7.9,560,49.0,206.0,0.52,9.4,7,12.4,0,1
769,1.5,360,35.0,165.0,0.45,11.3,8,13.6,0,1
771,2.2,1100,14.0,138.0,0.5,9.1,7,11.8,0,1
772,1.6,490,14.0,132.0,0.49,9.5,8,12.6,0,1
773,7.3,390,39.0,104.0,0.57,11.0,8,12.0,0,1
774,17.2,390,37.0,130.0,0.43,8.8,8,12.4,0,1
775,2.0,860,9.0,21.0,0.66,11.6,6,15.6,1,0
776,9.3,430,28.0,145.0,0.53,10.98,7,12.8,0,1
777,2.0,620,18.0,34.0,0.9,11.3,7,15.4,1,0
778,15.6,720,44.0,229.0,0.59,10.5,8,15.8,0,1
779,4.8,300,34.0,101.0,0.6,12.5,10,12.8,0,1
780,2.1,800,33.0,141.0,0.51,9.9,5,15.8,1,0
781,4.0,500,24.0,133.0,0.38,9.7,7,16.0,0,1
782,3.7,290,30.0,88.0,0.42,12.3,8,11.6,0,1
783,1.5,450,30.0,133.0,0.48,11.7,7,13.2,0,1
784,1.9,800,40.0,54.0,0.73,9.7,5,13.8,1,0
785,11.8,650,65.0,225.0,0.51,8.9,7,13.0,0,1
786,2.1,880,17.0,96.0,0.48,9.5,5,15.4,1,0
787,4.8,600,27.0,156.0,0.59,10.3,8,15.4,0,1
788,15.7,540,36.0,139.0,0.62,10.03333333,8,14.8,0,1
789,2.1,510,46.0,171.0,0.5,9.5,7,12.8,0,1
790,1.0,330,27.0,73.0,0.41,12.2,8,14.2,0,1
791,1.5,440,28.0,129.0,0.45,11.0,8,16.2,0,1
792,1.9,770,28.0,54.0,0.64,10.4,6,14.2,1,0
793,10.4,600,22.0,184.0,0.56,9.8,8,12.4,0,1
794,14.9,370,70.0,169.0,0.37,10.4,8,14.8,0,1
795,13.3,490,46.0,120.0,0.36,9.5,9,14.0,0,1
796,1.7,440,14.0,86.0,0.94,12.9,7,10.2,1,0
797,2.0,570,21.0,138.0,0.52,10.9,7,15.8,0,1
798,1.9,660,6.0,10.0,0.87,10.9,6,20.8,1,0
799,17.8,590,23.0,124.0,0.5,10.1,7,11.4,0,1
801,2.2,1430,7.0,23.0,0.65,10.2,7,15.4,1,0
802,2.1,1020,19.0,76.0,0.57,12.9,7,18.0,0,1
803,10.65,530,53.0,145.0,0.48,10.2,8,16.4,0,1
804,5.3,1170,57.0,181.0,0.43,9.5,8,12.8,0,1
805,2.0,300,38.0,142.0,0.41,12.9,9,11.8,0,1
807,1.6,570,45.0,98.0,0.44,9.9,9,14.8,0,1
808,9.0,360,34.0,115.0,0.39,10.3,9,15.6,0,1
809,11.8,430,53.0,133.0,0.58,10.4,8,13.6,0,1
810,1.4,360,15.0,115.0,0.72,11.7,7,13.6,0,1
811,1.3,250,23.0,111.0,0.37,12.7,8,12.0,0,1
812,12.2,530,46.0,140.0,0.53,8.9,8,15.6,0,1
814,1.4,910,6.0,28.0,0.65,10.03333333,6,23.2,1,0
815,11.0,470,37.0,133.0,0.38,8.8,7,15.0,0,1
817,2.2,370,24.0,125.0,0.33,12.8,10,11.6,0,1
818,2.2,250,33.0,134.0,0.47,10.6,8,12.8,0,1
819,2.0,640,7.0,11.0,0.58,11.3,6,14.8,1,0
820,1.6,630,36.0,87.0,0.67,10.8,8,12.2,0,1
821,2.3,710,23.0,58.0,0.97,10.6,5,12.2,1,0
822,18.95,380,42.0,155.0,0.47,9.0,8,14.4,0,1
823,2.1,700,51.0,70.0,0.82,12.9,6,14.6,1,0
824,2.3,840,9.0,67.0,0.53,9.4,5,17.0,1,0
825,6.2,480,31.0,228.0,0.62,9.4,8,14.0,0,1
826,12.4,430,52.0,154.0,0.33,12.0,8,16.4,0,1
827,5.7,340,18.0,117.0,0.43,10.1,7,12.8,0,1
828,2.2,640,18.0,38.0,0.65,9.6,6,13.6,1,0
829,2.0,570,21.0,138.0,0.52,10.9,7,15.8,0,1
831,14.45,570,29.0,144.0,0.54,10.2,8,13.2,0,1
832,2.8,800,6.0,17.0,0.92,11.7,8,18.8,1,0
833,13.9,570,45.0,155.0,0.41,8.8,10,14.6,0,1
834,16.55,590,54.0,135.0,0.38,10.5,7,12.2,0,1
835,7.0,330,29.0,126.0,0.42,10.5,7,14.8,0,1
837,10.0,420,33.0,169.0,0.51,9.3,8,16.6,0,1
838,4.6,390,24.0,124.0,0.34,12.6,9,13.6,0,1
840,1.6,420,11.0,124.0,0.46,10.8,7,19.6,0,1
841,4.75,330,23.0,94.0,0.42,11.8,9,11.6,0,1
842,1.8,420,13.0,133.0,0.38,9.5,7,15.0,0,1
843,4.7,300,25.0,76.0,0.54,10.5,8,14.0,0,1
844,6.6,320,24.0,112.0,0.46,9.8,8,14.6,0,1
845,1.8,350,35.0,96.0,0.74,12.2,8,12.6,0,1
846,1.4,290,26.0,104.0,0.37,11.0,8,11.4,0,1
847,1.6,270,36.0,141.0,0.56,10.8,8,12.6,0,1
848,7.4,500,58.0,152.0,0.37,9.5,8,15.8,0,1
849,7.0,630,50.0,168.0,0.5,10.3,8,13.8,0,1
850,9.0,510,43.0,136.0,0.53,10.7,8,11.8,0,1
851,1.7,490,5.0,13.0,0.58,11.4,5,11.2,1,0
852,9.0,460,56.0,245.0,0.5,10.4,8,14.0,0,1
853,11.5,330,35.0,165.0,0.32,9.0,7,13.0,0,1
854,7.2,280,15.0,83.0,0.55,10.9,10,12.8,0,1
856,2.0,810,10.0,16.0,0.59,11.5,6,14.0,1,0
857,1.3,460,25.0,102.0,0.33,10.5,8,14.2,0,1
858,2.3,660,35.0,70.0,0.62,10.1,5,14.6,1,0
859,2.2,830,13.0,28.0,0.62,10.2,7,14.0,1,0
860,1.2,370,11.0,95.0,0.36,12.5,8,14.4,0,1
861,1.15,440,15.5,217.5,0.44,11.0,8,12.8,0,1
862,2.2,1100,11.0,37.0,0.67,10.8,5,20.4,1,0
863,2.7,770,15.0,85.0,0.54,9.5,5,14.4,1,0
864,1.8,440,21.0,115.0,0.38,10.2,7,12.8,0,1
865,2.1,460,30.0,96.0,0.64,10.7,10,13.4,0,1
866,1.9,960,10.0,31.0,0.53,11.8,6,14.4,1,0
867,4.55,380,31.0,130.0,0.33,11.5,9,12.6,0,1
868,2.1,380,30.0,116.0,0.77,10.3,9,14.8,0,1
869,14.5,480,20.0,96.0,0.3,11.5,10,13.0,0,1
870,1.4,410,40.0,177.0,0.48,9.9,7,14.6,0,1
871,7.6,300,30.0,110.0,0.59,12.5,10,13.6,0,1
872,1.5,330,16.0,98.0,0.42,9.7,8,16.8,0,1
873,1.4,370,55.0,130.0,0.38,11.3,8,11.6,0,1
874,2.3,330,14.0,82.0,0.58,11.2,9,13.8,0,1
875,7.0,230,19.0,130.0,0.49,12.8,9,14.4,0,1
877,4.5,330,46.0,150.0,0.49,10.9,8,12.2,0,1
878,10.4,1080,43.0,187.0,0.57,9.4,7,14.4,0,1
879,1.5,310,17.0,122.0,0.4,10.3,8,17.0,0,1
880,2.0,500,24.0,92.0,0.45,10.5,7,14.6,0,1
881,8.2,540,47.0,182.0,0.5,9.5,7,12.8,0,1
882,1.1,370,41.0,115.0,0.68,12.0,8,13.2,0,1
883,6.7,320,26.0,91.0,0.32,12.3,8,13.2,0,1
884,1.7,140,45.0,104.0,0.56,12.6,9,11.6,0,1
885,1.2,790,17.0,137.0,0.42,9.4,7,11.4,0,1
